era,set_name,abbreviation,group_id,productId,name,cleanName,number,rarity,cardType,hp,stage,subTypeName,marketPrice,lowPrice,midPrice,pokebulb_price
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487875,Torkoal,Torkoal,035/198,Uncommon,Fire,130,Basic,Normal,0.11,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487875,Torkoal,Torkoal,035/198,Uncommon,Fire,130,Basic,Reverse Holofoil,0.17,0.05,0.24,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,475418,Fuecoco,Fuecoco,036/198,Common,Fire,80,Basic,Normal,0.06,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,475418,Fuecoco,Fuecoco,036/198,Common,Fire,80,Basic,Reverse Holofoil,0.16,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487877,Crocalor,Crocalor,037/198,Uncommon,Fire,100,Stage 1,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487877,Crocalor,Crocalor,037/198,Uncommon,Fire,100,Stage 1,Reverse Holofoil,0.19,0.01,0.24,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487879,Skeledirge,Skeledirge,038/198,Rare,Fire,180,Stage 2,Holofoil,0.15,0.02,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487879,Skeledirge,Skeledirge,038/198,Rare,Fire,180,Stage 2,Reverse Holofoil,0.19,0.1,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487881,Charcadet - 039/198,Charcadet 039 198,039/198,Common,Fire,60,Basic,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487881,Charcadet - 039/198,Charcadet 039 198,039/198,Common,Fire,60,Basic,Reverse Holofoil,0.22,0.05,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487882,Charcadet - 040/198,Charcadet 040 198,040/198,Common,Fire,70,Basic,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487882,Charcadet - 040/198,Charcadet 040 198,040/198,Common,Fire,70,Basic,Reverse Holofoil,0.22,0.09,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487883,Armarouge - 041/198,Armarouge 041 198,041/198,Rare,Fire,130,Stage 1,Holofoil,0.18,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487883,Armarouge - 041/198,Armarouge 041 198,041/198,Rare,Fire,130,Stage 1,Reverse Holofoil,0.22,0.09,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487885,Slowpoke - 042/198,Slowpoke 042 198,042/198,Common,Water,70,Basic,Normal,0.17,0.01,0.18,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487885,Slowpoke - 042/198,Slowpoke 042 198,042/198,Common,Water,70,Basic,Reverse Holofoil,0.26,0.05,0.26,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487887,Slowbro,Slowbro,043/198,Rare,Water,100,Stage 1,Holofoil,0.33,0.05,0.29,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487887,Slowbro,Slowbro,043/198,Rare,Water,100,Stage 1,Reverse Holofoil,0.33,0.15,0.36,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487888,Magikarp,Magikarp,044/198,Common,Water,30,Basic,Normal,0.19,0.01,0.19,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487888,Magikarp,Magikarp,044/198,Common,Water,30,Basic,Reverse Holofoil,0.27,0.03,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487889,Gyarados ex - 045/198,Gyarados ex 045 198,045/198,Double Rare,Water,300,Stage 1,Holofoil,1.69,0.72,1.87,2.0
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487891,Buizel,Buizel,046/198,Common,Water,70,Basic,Normal,0.03,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487891,Buizel,Buizel,046/198,Common,Water,70,Basic,Reverse Holofoil,0.16,0.03,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487893,Floatzel,Floatzel,047/198,Uncommon,Water,120,Stage 1,Normal,0.07,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487893,Floatzel,Floatzel,047/198,Uncommon,Water,120,Stage 1,Reverse Holofoil,0.19,0.05,0.23,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487894,Alomomola,Alomomola,048/198,Common,Water,120,Basic,Normal,0.16,0.03,0.19,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487894,Alomomola,Alomomola,048/198,Common,Water,120,Basic,Reverse Holofoil,0.15,0.05,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487895,Clauncher - 049/198,Clauncher 049 198,049/198,Common,Water,70,Basic,Normal,0.05,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487895,Clauncher - 049/198,Clauncher 049 198,049/198,Common,Water,70,Basic,Reverse Holofoil,0.11,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487897,Clawitzer,Clawitzer,050/198,Common,Water,120,Stage 1,Normal,0.05,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487897,Clawitzer,Clawitzer,050/198,Common,Water,120,Stage 1,Reverse Holofoil,0.11,0.02,0.19,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487898,Bruxish,Bruxish,051/198,Common,Water,100,Basic,Normal,0.13,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487898,Bruxish,Bruxish,051/198,Common,Water,100,Basic,Reverse Holofoil,0.18,0.08,0.22,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,475419,Quaxly,Quaxly,052/198,Common,Water,70,Basic,Normal,0.12,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,475419,Quaxly,Quaxly,052/198,Common,Water,70,Basic,Reverse Holofoil,0.22,0.1,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487899,Quaxwell,Quaxwell,053/198,Uncommon,Water,100,Stage 1,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487899,Quaxwell,Quaxwell,053/198,Uncommon,Water,100,Stage 1,Reverse Holofoil,0.19,0.1,0.23,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487902,Quaquaval,Quaquaval,054/198,Rare,Water,170,Stage 2,Holofoil,0.15,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487902,Quaquaval,Quaquaval,054/198,Rare,Water,170,Stage 2,Reverse Holofoil,0.21,0.1,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487903,Wiglett - 055/198,Wiglett 055 198,055/198,Common,Water,50,Basic,Normal,0.05,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487903,Wiglett - 055/198,Wiglett 055 198,055/198,Common,Water,50,Basic,Reverse Holofoil,0.22,0.01,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487905,Wiglett - 056/198,Wiglett 056 198,056/198,Common,Water,60,Basic,Normal,0.15,0.01,0.18,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487905,Wiglett - 056/198,Wiglett 056 198,056/198,Common,Water,60,Basic,Reverse Holofoil,0.27,0.1,0.27,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487906,Wugtrio,Wugtrio,057/198,Uncommon,Water,90,Stage 1,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487906,Wugtrio,Wugtrio,057/198,Uncommon,Water,90,Stage 1,Reverse Holofoil,0.19,0.09,0.24,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487908,Cetoddle - 058/198,Cetoddle 058 198,058/198,Common,Water,80,Basic,Normal,0.06,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487908,Cetoddle - 058/198,Cetoddle 058 198,058/198,Common,Water,80,Basic,Reverse Holofoil,0.17,0.01,0.22,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487910,Cetoddle - 059/198,Cetoddle 059 198,059/198,Common,Water,100,Basic,Normal,0.06,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487910,Cetoddle - 059/198,Cetoddle 059 198,059/198,Common,Water,100,Basic,Reverse Holofoil,0.2,0.05,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487912,Cetitan,Cetitan,060/198,Uncommon,Water,180,Stage 1,Normal,0.04,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487912,Cetitan,Cetitan,060/198,Uncommon,Water,180,Stage 1,Reverse Holofoil,0.16,0.08,0.22,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487913,Dondozo - 061/198,Dondozo 061 198,061/198,Rare,Water,160,Basic,Holofoil,0.18,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487913,Dondozo - 061/198,Dondozo 061 198,061/198,Rare,Water,160,Basic,Reverse Holofoil,0.25,0.05,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487914,Tatsugiri,Tatsugiri,062/198,Uncommon,Water,70,Basic,Normal,0.11,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487914,Tatsugiri,Tatsugiri,062/198,Uncommon,Water,70,Basic,Reverse Holofoil,0.22,0.05,0.24,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487916,Magnemite,Magnemite,063/198,Common,Lightning,60,Basic,Normal,0.04,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487916,Magnemite,Magnemite,063/198,Common,Lightning,60,Basic,Reverse Holofoil,0.15,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487917,Magneton,Magneton,064/198,Common,Lightning,90,Stage 1,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487917,Magneton,Magneton,064/198,Common,Lightning,90,Stage 1,Reverse Holofoil,0.22,0.05,0.22,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,486612,Magnezone ex - 065/198,Magnezone ex 065 198,065/198,Double Rare,Lightning,330,Stage 2,Holofoil,0.68,0.35,0.92,1.0
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487919,Mareep,Mareep,066/198,Common,Lightning,60,Basic,Normal,0.15,0.01,0.16,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487919,Mareep,Mareep,066/198,Common,Lightning,60,Basic,Reverse Holofoil,0.2,0.03,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487920,Flaaffy,Flaaffy,067/198,Uncommon,Lightning,90,Stage 1,Normal,0.11,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487920,Flaaffy,Flaaffy,067/198,Uncommon,Lightning,90,Stage 1,Reverse Holofoil,0.24,0.1,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487922,Pachirisu - 068/198,Pachirisu 068 198,068/198,Uncommon,Lightning,70,Basic,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487922,Pachirisu - 068/198,Pachirisu 068 198,068/198,Uncommon,Lightning,70,Basic,Reverse Holofoil,0.2,0.09,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487923,Rotom - 069/198,Rotom 069 198,069/198,Common,Lightning,60,Basic,Normal,0.07,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487923,Rotom - 069/198,Rotom 069 198,069/198,Common,Lightning,60,Basic,Reverse Holofoil,0.21,0.08,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487924,Rotom - 070/198,Rotom 070 198,070/198,Common,Lightning,80,Basic,Normal,0.09,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487924,Rotom - 070/198,Rotom 070 198,070/198,Common,Lightning,80,Basic,Reverse Holofoil,0.21,0.01,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487925,Toxel,Toxel,071/198,Common,Lightning,70,Basic,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487925,Toxel,Toxel,071/198,Common,Lightning,70,Basic,Reverse Holofoil,0.14,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487926,Toxtricity,Toxtricity,072/198,Uncommon,Lightning,130,Stage 1,Normal,0.11,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487926,Toxtricity,Toxtricity,072/198,Uncommon,Lightning,130,Stage 1,Reverse Holofoil,0.18,0.01,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487927,Pawmi - 073/198,Pawmi 073 198,073/198,Common,Lightning,50,Basic,Normal,0.17,0.01,0.17,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487927,Pawmi - 073/198,Pawmi 073 198,073/198,Common,Lightning,50,Basic,Reverse Holofoil,0.23,0.05,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487929,Pawmi - 074/198,Pawmi 074 198,074/198,Common,Lightning,60,Basic,Normal,0.05,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487929,Pawmi - 074/198,Pawmi 074 198,074/198,Common,Lightning,60,Basic,Reverse Holofoil,0.25,0.1,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487930,Pawmo,Pawmo,075/198,Common,Lightning,90,Stage 1,Normal,0.06,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487930,Pawmo,Pawmo,075/198,Common,Lightning,90,Stage 1,Reverse Holofoil,0.15,0.05,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487931,Pawmot - 076/198,Pawmot 076 198,076/198,Rare,Lightning,130,Stage 2,Holofoil,0.14,0.01,0.18,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487931,Pawmot - 076/198,Pawmot 076 198,076/198,Rare,Lightning,130,Stage 2,Reverse Holofoil,0.22,0.05,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487932,Wattrel - 077/198,Wattrel 077 198,077/198,Common,Lightning,50,Basic,Normal,0.12,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487932,Wattrel - 077/198,Wattrel 077 198,077/198,Common,Lightning,50,Basic,Reverse Holofoil,0.19,0.01,0.23,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487933,Wattrel - 078/198,Wattrel 078 198,078/198,Common,Lightning,60,Basic,Normal,0.03,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487933,Wattrel - 078/198,Wattrel 078 198,078/198,Common,Lightning,60,Basic,Reverse Holofoil,0.17,0.1,0.22,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487935,Kilowattrel,Kilowattrel,079/198,Uncommon,Lightning,120,Stage 1,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487935,Kilowattrel,Kilowattrel,079/198,Uncommon,Lightning,120,Stage 1,Reverse Holofoil,0.13,0.07,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487942,Miraidon,Miraidon,080/198,Rare,Lightning,120,Basic,Holofoil,0.17,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487942,Miraidon,Miraidon,080/198,Rare,Lightning,120,Basic,Reverse Holofoil,0.16,0.05,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,475420,Miraidon ex - 081/198,Miraidon ex 081 198,081/198,Double Rare,Lightning,220,Basic,Holofoil,0.66,0.1,0.83,1.0
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487944,Drowzee - 082/198,Drowzee 082 198,082/198,Common,Psychic,70,Basic,Normal,0.1,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487944,Drowzee - 082/198,Drowzee 082 198,082/198,Common,Psychic,70,Basic,Reverse Holofoil,0.17,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487946,Hypno,Hypno,083/198,Uncommon,Psychic,110,Stage 1,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487946,Hypno,Hypno,083/198,Uncommon,Psychic,110,Stage 1,Reverse Holofoil,0.2,0.09,0.24,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487948,Ralts - 084/198,Ralts 084 198,084/198,Common,Psychic,70,Basic,Normal,0.12,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487948,Ralts - 084/198,Ralts 084 198,084/198,Common,Psychic,70,Basic,Reverse Holofoil,0.17,0.04,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487949,Kirlia - 085/198,Kirlia 085 198,085/198,Common,Psychic,90,Stage 1,Normal,0.13,0.01,0.18,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487949,Kirlia - 085/198,Kirlia 085 198,085/198,Common,Psychic,90,Stage 1,Reverse Holofoil,0.11,0.04,0.22,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487951,Gardevoir ex - 086/198,Gardevoir ex 086 198,086/198,Double Rare,Psychic,310,Stage 2,Holofoil,0.81,0.2,0.97,1.0
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487952,Shuppet,Shuppet,087/198,Common,Psychic,60,Basic,Normal,0.06,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487952,Shuppet,Shuppet,087/198,Common,Psychic,60,Basic,Reverse Holofoil,0.18,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487954,Banette ex - 088/198,Banette ex 088 198,088/198,Double Rare,Psychic,250,Stage 1,Holofoil,0.71,0.25,0.99,1.0
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487955,Drifloon,Drifloon,089/198,Common,Psychic,70,Basic,Normal,0.18,0.01,0.19,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487955,Drifloon,Drifloon,089/198,Common,Psychic,70,Basic,Reverse Holofoil,0.18,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487956,Drifblim,Drifblim,090/198,Uncommon,Psychic,110,Stage 1,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487956,Drifblim,Drifblim,090/198,Uncommon,Psychic,110,Stage 1,Reverse Holofoil,0.21,0.03,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487958,Flabebe,Flabebe,091/198,Common,Psychic,40,Basic,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487958,Flabebe,Flabebe,091/198,Common,Psychic,40,Basic,Reverse Holofoil,0.1,0.03,0.18,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487959,Floette,Floette,092/198,Common,Psychic,70,Stage 1,Normal,0.07,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487959,Floette,Floette,092/198,Common,Psychic,70,Stage 1,Reverse Holofoil,0.09,0.03,0.19,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487960,Florges,Florges,093/198,Uncommon,Psychic,140,Stage 2,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487960,Florges,Florges,093/198,Uncommon,Psychic,140,Stage 2,Reverse Holofoil,0.18,0.07,0.22,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487961,Dedenne - 094/198,Dedenne 094 198,094/198,Common,Psychic,70,Basic,Normal,0.13,0.01,0.16,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487961,Dedenne - 094/198,Dedenne 094 198,094/198,Common,Psychic,70,Basic,Reverse Holofoil,0.2,0.05,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487054,Dedenne - 095/198,Dedenne 095 198,095/198,Common,Psychic,70,Basic,Normal,0.16,0.01,0.18,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487054,Dedenne - 095/198,Dedenne 095 198,095/198,Common,Psychic,70,Basic,Reverse Holofoil,0.22,0.1,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,486602,Klefki,Klefki,096/198,Rare,Psychic,70,Basic,Holofoil,0.3,0.01,0.28,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,486602,Klefki,Klefki,096/198,Rare,Psychic,70,Basic,Reverse Holofoil,0.33,0.1,0.34,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487968,Fidough - 097/198,Fidough 097 198,097/198,Common,Psychic,50,Basic,Normal,0.13,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487968,Fidough - 097/198,Fidough 097 198,097/198,Common,Psychic,50,Basic,Reverse Holofoil,0.21,0.1,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487969,Fidough - 098/198,Fidough 098 198,098/198,Common,Psychic,60,Basic,Normal,0.18,0.02,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487969,Fidough - 098/198,Fidough 098 198,098/198,Common,Psychic,60,Basic,Reverse Holofoil,0.27,0.09,0.28,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487971,Dachsbun,Dachsbun,099/198,Uncommon,Psychic,90,Stage 1,Normal,0.12,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487971,Dachsbun,Dachsbun,099/198,Uncommon,Psychic,90,Stage 1,Reverse Holofoil,0.2,0.01,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487973,Flittle - 100/198,Flittle 100 198,100/198,Common,Psychic,30,Basic,Normal,0.08,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487973,Flittle - 100/198,Flittle 100 198,100/198,Common,Psychic,30,Basic,Reverse Holofoil,0.17,0.1,0.21,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487975,Flittle - 101/198,Flittle 101 198,101/198,Common,Psychic,40,Basic,Normal,0.06,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487975,Flittle - 101/198,Flittle 101 198,101/198,Common,Psychic,40,Basic,Reverse Holofoil,0.18,0.04,0.24,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487976,Flittle - 102/198,Flittle 102 198,102/198,Common,Psychic,40,Basic,Normal,0.07,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487976,Flittle - 102/198,Flittle 102 198,102/198,Common,Psychic,40,Basic,Reverse Holofoil,0.21,0.1,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487978,Espathra,Espathra,103/198,Uncommon,Psychic,110,Stage 1,Normal,0.07,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487978,Espathra,Espathra,103/198,Uncommon,Psychic,110,Stage 1,Reverse Holofoil,0.16,0.06,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487980,Greavard - 104/198,Greavard 104 198,104/198,Common,Psychic,70,Basic,Normal,0.07,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487980,Greavard - 104/198,Greavard 104 198,104/198,Common,Psychic,70,Basic,Reverse Holofoil,0.21,0.1,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487981,Greavard - 105/198,Greavard 105 198,105/198,Common,Psychic,80,Basic,Normal,0.06,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487981,Greavard - 105/198,Greavard 105 198,105/198,Common,Psychic,80,Basic,Reverse Holofoil,0.18,0.07,0.23,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487983,Houndstone,Houndstone,106/198,Rare,Psychic,140,Stage 1,Holofoil,0.12,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487983,Houndstone,Houndstone,106/198,Rare,Psychic,140,Stage 1,Reverse Holofoil,0.19,0.1,0.25,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487993,Mankey,Mankey,107/198,Common,Fighting,60,Basic,Normal,0.11,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487993,Mankey,Mankey,107/198,Common,Fighting,60,Basic,Reverse Holofoil,0.17,0.03,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487994,Primeape,Primeape,108/198,Common,Fighting,90,Stage 1,Normal,0.09,0.01,0.15,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,487994,Primeape,Primeape,108/198,Common,Fighting,90,Stage 1,Reverse Holofoil,0.09,0.01,0.2,0.5
Scarlet & Violet,SV01: Scarlet & Violet Base Set,SVI,22873,486617,Annihilape,Annihilape,109/198,Rare,Fighting,140,Stage 2,Holofoil,0.14,0.01,0.2,0.5
